Date,Opcode,Sample,Camera Direction,Latitude,Longitude,Top.memory.card,Bottom.memory.card,Top.cam,Bottom.cam,Time,Time.end,Depth,Raw.hdd.number,Con.hdd.number,Comment,Habitat.image.exported,Site,Location,Status,Observer,Successful.count,Successful.length,Video.notes,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
20201030,C01B,C01,B,-34.015,114.8891,144,151,557,558,10:16:53,10:19:53,,,,,,,West Coast,,,,,,,,,,,
20201031,C02B,C02,B,-34.0854,114.9279,166,167,557,558,9:07:10,9:10:10,45,,,Dhuey lump. 30m from 357.,,,West Coast,,,,,,,,,,,
20201031,C03.1B,C03.1,B,-34.0664,114.8398,166,167,557,558,12:28:05,12:31:05,42.4,,,NO LED. 48M FROM 354. DEANS DHUEY GROUND.,,,West Coast,,,,,,,,,,,
20201031,C03.2B,C03.2,B,-34.0664,114.8398,166,167,557,558,12:35:55,12:38:55,43.4,,,3 LEDs.,,,West Coast,,,,,,,,,,,
20201119,C04B,C04,B,-34.08755,114.749265,122,172,557,558,13:41:55,13:44,110,5.5,,,,,West Coast,,,,,,,,,,,
20201111,CP11-1B,CP11-1,B,-33.992845,114.696642,118,163,557,558,14:08:52,14:11,125,,CON1 - might have cut out early on bottom,,,,West Coast,,na,na,,,na,na,,,,
20201111,CP11-2B,CP11-2,B,-33.974332,114.692773,118,163,557,558,14:32:11,14:35,124,,CON1 - might have cut out early on bottom,,,,West Coast,,na,na,,,na,na,,,,
20201030,FH10B,FH10,B,#N/A,#N/A,144,151,557,558,8:08:24,8:11:24,,,,Fishing HWY sample,,,West Coast,,,,,,,,,,,
20201020,FH106B,FH106,B,#N/A,#N/A,120,131,557,558,12:06:58,12:10:00,46.2,,,,,,West Coast,,,,,,,,,,,
20201020,FH110B,FH110,B,#N/A,#N/A,120,131,557,558,11:17:02,11:20:00,44.9,,,,,,West Coast,,,,,,,,,,,
20201030,FH111B,FH111,B,#N/A,#N/A,144,151,557,558,8:17:49,8:20:49,,,,Fishing HWY sample,,,West Coast,,,,,,,,,,,
20201020,FH14B,FH14,B,#N/A,#N/A,120,131,557,558,13:59:42,14:04:00,44.9,,,,,,West Coast,,,,,,,,,,,
20201020,FH17B,FH17,B,#N/A,#N/A,143,150,557,558,9:46:43,9:49:43,,,,,,,West Coast,,,,,,,,,,,
20201020,FH18B,FH18,B,#N/A,#N/A,120,131,557,558,11:55:54,11:59:00,45.1,,,,,,West Coast,,,,,,,,,,,
20201020,FH20B,FH20,B,#N/A,#N/A,120,131,557,558,13:17:56,13:21:00,42.4,,,,,,West Coast,,,,,,,,,,,
20201020,FH21B,FH21,B,#N/A,#N/A,120,131,557,558,11:41:29,11:44:00,46.3,,,,,,West Coast,,,,,,,,,,,
20201020,FH26B,FH26,B,#N/A,#N/A,120,131,557,558,11:05:07,11:08:00,43.9,,,,,,West Coast,,,,,,,,,,,
20201020,FH27B,FH27,B,#N/A,#N/A,143,150,557,558,9:32:24,9:35:24,42.8,,,,,,West Coast,,,,,,,,,,,
20201020,FH30B,FH30,B,#N/A,#N/A,120,131,557,558,14:44:05,14:48:00,,,,,,,West Coast,,,,,,,,,,,
20201020,FH34B,FH34,B,#N/A,#N/A,120,131,557,558,12:51:20,12:54:00,44.6,,,,,,West Coast,,,,,,,,,,,
20201020,FH44B,FH44,B,#N/A,#N/A,120,131,557,558,13:46:18,13:50:00,44.5,,,,,,West Coast,,,,,,,,,,,
20201020,FH48B,FH48,B,#N/A,#N/A,120,131,557,558,11:30:39,11:33:00,45,,,,,,West Coast,,,,,,,,,,,
20201030,FH52B,FH52,B,#N/A,#N/A,144,151,557,558,9:28:26,9:31:26,42.8,,,Fishing HWY sample,,,West Coast,,,,,,,,,,,
20201020,FH56B,FH56,B,#N/A,#N/A,143,150,557,558,10:00:37,10:03:37,41.9,,,558 - file corrupt,,,West Coast,,,,,,,,,,,
20201020,FH57B,FH57,B,#N/A,#N/A,120,131,557,558,12:18:13,12:21:00,44.2,,,,,,West Coast,,,,,,,,,,,
20201020,FH60B,FH60,B,#N/A,#N/A,120,131,557,558,10:54:30,10:57:00,44.4,,,,,,West Coast,,,,,,,,,,,
20201020,FH61B,FH61,B,#N/A,#N/A,143,150,557,558,9:06:40,9:09:40,,,,,,,West Coast,,,,,,,,,,,
20201020,FH62B,FH62,B,#N/A,#N/A,120,131,557,558,14:32:04,14:36:00,45.2,,,,,,West Coast,,,,,,,,,,,
20201020,FH7B,FH7,B,#N/A,#N/A,120,131,557,558,13:04:33,13:08:00,45.2,,,,,,West Coast,,,,,,,,,,,
20201030,FH77B,FH77,B,#N/A,#N/A,144,151,557,558,9:18:46,9:21:46,42,,,Fishing HWY sample,,,West Coast,,,,,,,,,,,
20201020,FH92B,FH92,B,#N/A,#N/A,143,150,557,558,8:34:48,8:37:38,44.1,,,,,,West Coast,,,,,,,,,,,
20201020,FH93B,FH93,B,#N/A,#N/A,120,131,557,558,13:32:44,13:36:00,44.3,,,,,,West Coast,,,,,,,,,,,
20201020,FH95B,FH95,B,#N/A,#N/A,120,131,557,558,14:17:10,14:21:00,,,,,,,West Coast,,,,,,,,,,,
20201020,FH96B,FH96,B,#N/A,#N/A,120,131,557,558,10:40:01,10:43:01,,,,,,,West Coast,,,,,,,,,,,
20201030,OMR1B,OMR1,B,#N/A,#N/A,144,151,557,558,13:03:59,13:06:59,35.6,,,,,,West Coast,,,,,,,,,,,
20201030,OMR2B,OMR2,B,#N/A,#N/A,144,151,557,558,13:15:35,13:18:35,38,,,,,,West Coast,,,,,,,,,,,
20201030,OMR3B,OMR3,B,#N/A,#N/A,144,151,557,558,13:23:54,13:26:54,38,,,,,,West Coast,,,,,,,,,,,
20201030,OMR4B,OMR4,B,#N/A,#N/A,144,151,557,558,13:35:02,13:38:02,38.6,,,,,,West Coast,,,,,,,,,,,
20201108,1E,1,E,-34.0787,114.7789,167,152,422,423,9:18:31,9:21,62.6,,CON1,Facing upwards,Y,,West Coast,,Rachel,y,,,Rachel,20210315,,,,
20201108,3E,3,E,-34.0762,114.7839,167,152,422,423,9:29:21,9:32,61.4,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210315,,,,
20201108,4E,4,E,-34.0912,114.7814,167,152,422,423,8:57:56,9:01,60,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210311,,,,
20201108,5E,5,E,-34.0887,114.7764,167,152,422,423,9:07:02,9:10,66,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210315,,,,
20201031,15E,15,E,-34.0612,114.8664,138,145,422,423,11:42:46,11:45:46,41.6,,,,Y,,West Coast,,,,,,,,,,,
20201031,16E,16,E,-34.0737,114.8689,138,145,422,423,11:16:16,11:19:16,41.4,,,,Y,,West Coast,,,,,,,,,,,
20201031,17E,17,E,-34.0637,114.8764,138,145,422,423,11:26:32,11:29:32,41,,,,Y,,West Coast,,,,,,,,,,,
20201031,34E,34,E,-34.0612,114.8714,138,145,422,423,11:34:38,11:37:38,41.4,,,,Y,,West Coast,,,,,,,,,,,
20201104,36E,36,E,-34.1037,114.7189,114,122,422,423,10:42:42,10:45,129,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201104,37E,37,E,-34.1087,114.7189,114,122,422,423,10:54:04,10:58,129,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201104,40E,40,E,-34.1037,114.7139,114,122,422,423,10:31:33,10:34,130,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201108,46E,46,E,-34.0687,114.7114,167,152,422,423,7:25:59,7:29,125,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210310,,,,
20201108,47E,47,E,-34.0637,114.7114,167,152,422,423,7:14:14,7:14,127,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210310,,,,
20201108,49E,49,E,-34.0612,114.7064,167,152,422,423,7:03:31,7:06,130,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210310,,,,
20201104,58E,58,E,-34.1362,114.7739,114,122,422,423,14:02:50,14:05,94.3,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201104,59E,59,E,-34.1412,114.7664,114,122,422,423,13:49:33,13:52,110,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201104,62E,62,E,-34.1337,114.7664,114,122,422,423,14:13:05,14:16,108,,,Checked Cameras - 418 off,Y,,West Coast,,,,,,Claude,20210315,,,,
20201107,63E,63,E,-34.0112,114.4739,141,173,422,423,13:02:42,13:05,203,,,,Y,,West Coast,,,,,,,,,,,
20201030,64E,64,E,-34.0137,114.8964,133,159,422,423,10:06:10,10:09:10,,,,,Y,,West Coast,,,,,,,,,,,
20201030,65E,65,E,-34.0112,114.8889,133,159,422,423,10:25:08,10:28:08,,,,,Y,,West Coast,,,,,,,,,,,
20201031,66E,66,E,-34.0162,114.8814,138,145,422,423,14:33:06,14:36:06,42.5,,,,Y,,West Coast,,,,,,,,,,,
20201111,71E,71,E,-34.0037,114.6989,149,133,422,423,13:47:50,13:50,125,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210309,,,,
20201031,72E,72,E,-34.0362,114.8464,138,145,422,423,13:36:24,13:39:24,43.3,,,,Y,,West Coast,,,,,,,,,,,
20201031,73E,73,E,-34.0287,114.8589,138,145,422,423,14:03:39,14:06:39,42.2,,,,Y,,West Coast,,,,,,,,,,,
20201031,74E,74,E,-34.0287,114.8514,138,145,422,423,13:55:30,13:58:30,43.2,,,,Y,,West Coast,,,,,,,,,,,
20201031,75E,75,E,-34.0337,114.8539,138,145,422,423,13:45:35,13:48:35,42.6,,,,Y,,West Coast,,,,,,,,,,,
20201107,76E,76,E,-34.0237,114.4689,141,173,422,423,12:33:47,12:36,233,,,,0.05 mins in habitat shot,,West Coast,,,,,,,,,,,
20201107,77E,77,E,-34.0112,114.4664,141,173,422,423,13:16:24,13:19,221,,,,Y,,West Coast,,,,,,,,,,,
20201107,78E,78,E,-34.0162,114.4689,141,173,422,423,12:49:14,12:52,219,,,,Y,,West Coast,,,,,,,,,,,
20201031,80E,80,E,-34.0937,114.8889,138,145,422,423,9:51:03,9:54:03,43.1,,,,Y,,West Coast,,,,,,,,,,,
20201031,81E,81,E,-34.0987,114.8914,166,167,557,558,9:59:33,10:02:33,43.3,,,,,,West Coast,,,,,,,,,,,
20201031,91E,91,E,-34.0937,114.8939,138,145,422,423,9:43:27,9:46:27,42.7,,,Sound trap on,Y,,West Coast,,,,,,,,,,,
20201031,92E,92,E,-34.0987,114.8864,138,145,422,423,10:07:45,10:10:45,41.3,,,,Y,,West Coast,,,,,,,,,,,
20201104,95E,95,E,-34.1262,114.7339,114,122,422,423,13:33:38,14:36,127,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201104,96E,96,E,-34.1362,114.7364,114,122,422,423,13:16:25,13:28,126,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201104,98E,98,E,-34.1337,114.7314,114,122,422,423,12:50:15,12:53,128,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201031,100E,100,E,-34.0762,114.9089,138,145,422,423,8:12:11,8:15:11,44.5,,,,Y,,West Coast,,,,,,,,,,,
20201031,101E,101,E,-34.0787,114.8964,138,145,422,423,8:29:57,8:32:57,43.4,,,Mako Shark!,Y,,West Coast,,,,,,,,,,,
20201031,102E,102,E,-34.0712,114.9114,138,145,422,423,8:02:56,8:05:56,46.4,,,,Y,,West Coast,,,,,,,,,,,
20201104,110E,110,E,-34.1412,114.7289,114,122,422,423,13:03:23,13:06,129,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201108,113E,113,E,-34.0587,114.7389,167,152,422,423,8:21:39,8:24,111,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210311,,,,
20201108,115E,115,E,-34.0537,114.7364,167,152,422,423,8:31:25,8:34,111,,CON1,Checked Cameras,Y,,West Coast,,Rachel,y,,,Rachel,20210311,,,,
20201108,117E,117,E,-34.0637,114.7389,167,152,422,423,8:11:19,8:14,112,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210311,,,,
20201031,119E,119,E,-34.0762,114.9039,138,145,422,423,8:20:22,8:23:22,43.5,,,,Y,,West Coast,,,,,,,,,,,
20201119,122E,122,E,-34.1162,114.8264,155,161,422,423,12:31:15,12:34,49.4,5.5,,,Y,,West Coast,,,,,,,,,,,
20201119,123E,123,E,-34.1062,114.8189,155,161,422,423,12:49:26,12:52,49.1,5.5,,,Y,,West Coast,,,,,,,,,,,
20201119,125E,125,E,-34.1087,114.8264,155,161,422,423,12:40:33,12:43,48.3,5.5,,,Y,,West Coast,,,,,,,,,,,
20201119,126E,126,E,-34.1137,114.8189,155,161,422,423,12:58:23,13:01,48.8,5.5,,Checked Cameras 428 off due to dead battery,Y,,West Coast,,,,,,,,,,,
20201030,130E,130,E,-33.9812,114.8764,133,159,422,423,8:30:30,8:33:30,,,,,Y,,West Coast,,,,,,,,,,,
20201030,132E,132,E,-33.9912,114.8714,133,159,422,423,9:07:01,9:10:01,42.7,,,,Y,,West Coast,,,,,,,,,,,
20201030,133E,133,E,-33.9912,114.8664,133,159,422,423,8:58:26,9:01:26,40.5,,,,Y,,West Coast,,,,,,,,,,,
20201030,134E,134,E,-33.9837,114.8614,133,159,422,423,8:47:50,8:50:50,41.3,,,,Y,,West Coast,,,,,,,,,,,
20201107,135E,135,E,-34.0337,114.4839,141,173,422,423,11:51:47,11:54,170,,,,Y,,West Coast,,,,,,,,,,,
20201107,136E,136,E,-34.0287,114.4789,141,173,422,423,12:16:17,12:19,180,,,Checked Cameras - West light off,Y,,West Coast,,,,,,,,,,,
20201030,145E,145,E,-33.9862,114.8239,133,159,422,423,11:36:14,11:39:14,44.3,,,,Y,,West Coast,,,,,,,,,,,
20201030,146E,146,E,-33.9762,114.8214,133,159,422,423,12:05:43,12:08:43,45.3,,,,Y,,West Coast,,,,,,,,,,,
20201030,147E,147,E,-33.9812,114.8314,133,159,422,423,11:45:03,11:48:03,43.6,,,,Y,,West Coast,,,,,,,,,,,
20201030,152E,152,E,-33.9812,114.8689,133,159,422,423,8:39:18,8:42:18,41.9,,,,Y,,West Coast,,,,,,,,,,,
20201030,157E,157,E,-33.9712,114.8239,133,159,422,423,12:14:40,12:17:40,44.7,,,,Y,,West Coast,,,,,,,,,,,
20201030,158E,158,E,-33.9812,114.8189,133,159,422,423,11:57:31,12:00:31,46.1,,,,Y,,West Coast,,,,,,,,,,,
20201111,180E,180,E,-33.9962,114.7039,149,133,422,423,13:58:35,14:01,123,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210309,,,,
20201111,181E,181,E,-33.9887,114.6989,149,133,422,423,14:18:40,14:21,125,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210309,,,,
20201111,189E,189,E,-33.9887,114.6639,149,133,422,423,12:08:49,12:11,138,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210205,,,,
20201111,191E,191,E,-33.9987,114.6714,149,133,422,423,11:44:55,11:48,136,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210205,,,,
20201111,192E,192,E,-33.9862,114.6689,149,133,422,423,12:19:02,12:22,138,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210205,,,,
20201111,194E,194,E,-33.9962,114.6639,149,133,422,423,11:57:09,12:00,137,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210205,,,,
20201031,195E,195,E,-34.0937,114.8589,138,145,422,423,10:37:50,10:40:50,44.4,,,,Y,,West Coast,,,,,,,,,,,
20201031,199E,199,E,-34.0862,114.8614,138,145,422,423,10:47:22,10:50:22,42.7,,,,Y,,West Coast,,,,,,,,,,,
20201031,201E,201,E,-34.0562,114.8339,138,145,422,423,13:19:40,13:22:40,46.3,,,,Y,,West Coast,,,,,,,,,,,
20201108,204E,204,E,-34.0662,114.7864,167,152,422,423,9:59:09,10:02,60.6,,CON1,Checked Cameras,Y,,West Coast,,Rachel,y,,,Rachel,20210315,,,,
20201108,206E,206,E,-34.0637,114.7914,167,152,422,423,9:49:23,9:52,58.2,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210315,,,,
20201108,207E,207,E,-34.0612,114.7864,167,152,422,423,10:08:10,10:11,60.2,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210315,,,,
20201031,210E,210,E,-34.0912,114.8739,138,145,422,423,10:19:54,10:22:54,43.9,,,,Y,,West Coast,,,,,,,,,,,
20201031,215E,215,E,-34.0687,114.9264,138,145,422,423,7:28:33,7:31:33,46.9,,,,Y,,West Coast,,,,,,,,,,,
20201031,216E,216,E,-34.0612,114.9164,138,145,422,423,7:01:16,7:04:16,47.5,,,Filmed 355 should be 216,Y,,West Coast,,,,,,,,,,,
20201031,217E,217,E,-34.0662,114.9189,138,145,422,423,7:19:39,7:22:39,46.3,,,,Y,,West Coast,,,,,,,,,,,
20201031,218E,218,E,-34.0737,114.9214,138,145,422,423,7:53:09,7:56:09,46.5,,,,Y,,West Coast,,,,,,,,,,,
20201031,220E,220,E,-34.0562,114.8439,138,145,422,423,13:01:48,13:04:48,43.9,,,,Y,,West Coast,,,,,,,,,,,
20201031,222E,222,E,-34.0662,114.8314,138,145,422,423,12:18:32,12:21:32,46.9,,,,Y,,West Coast,,,,,,,,,,,
20201031,223E,223,E,-34.0712,114.8464,138,145,422,423,11:58:00,12:01:00,44.2,,,,Y,,West Coast,,,,,,,,,,,
20201031,224E,224,E,-34.0612,114.8389,138,145,422,423,12:53:00,12:56:00,44.9,,,,Y,,West Coast,,,,,,,,,,,
20201031,225E,225,E,-34.0712,114.8339,138,145,422,423,12:09:16,12:12:16,45.2,,,,Y,,West Coast,,,,,,,,,,,
20201031,226E,226,E,-34.0637,114.8439,138,145,422,423,12:43:58,12:46:58,44,,,,Y,,West Coast,,,,,,,,,,,
20201108,227N,227,E,-33.9987,114.7839,120,145,417,418,13:05:40,13:08,54.1,,CON1,,Y,,West Coast,,,,,,,,,,,
20201108,228N,228,E,-34.0037,114.7939,120,145,417,418,13:32:47,13:35,50.6,,CON1,,Y,,West Coast,,,,,,,,,,,
20201108,229N,229,E,-33.9937,114.7864,120,145,417,418,13:14:36,13:17,52.5,,CON1,,Y,,West Coast,,,,,,,,,,,
20201031,235E,235,E,-34.0662,114.9139,138,145,422,423,7:11:46,7:14:46,47,,,,Y,,West Coast,,,,,,,,,,,
20201031,235SREDO,235,E,-34.0662,114.9139,128,152,425,426,9:17:31,9:20:31,44.3,,,Redo,Y,,West Coast,,,,,,,,,,,
20201031,236N,236,E,-34.0812,114.9239,129,154,417,418,8:47:27,8:50:27,46,,,,Y,,West Coast,,,,,,,,,,,
20201031,237N,237,E,-34.0812,114.9364,129,154,417,418,8:57:11,9:00:11,43.2,,,,Y,,West Coast,,,,,,,,,,,
20201031,239N,239,E,-34.0912,114.9314,129,154,417,418,9:25:33,9:28:33,45.3,,,,Y,,West Coast,,,,,,,,,,,
20201108,241N,241,E,-33.9937,114.7914,120,145,417,418,13:22:31,13:25,51.3,,CON1,,Y,,West Coast,,,,,,,,,,,
20201030,244N,244,E,-34.0037,114.9064,15,22,417,418,9:46:06,9:49:06,45.6,,,,Y,,West Coast,,,,,,,,,,,
20201030,245N,245,E,-34.0087,114.9014,15,22,417,418,9:55:54,9:58:54,45.5,,,,Y,,West Coast,,,,,,,,,,,
20201107,247N,247,E,-34.0337,114.4789,135,149,417,418,12:03:22,12:06,197,,,,Y,,West Coast,,,,,,,,,,,
20201107,248N,248,E,-34.0362,114.4889,135,149,417,418,11:36,11:39,154,,,Time in not accurate,Y,,West Coast,,,,,,,,,,,
20201111,250N,250,E,-34.0137,114.6939,140,127,417,418,13:06:10,13:09,130,,CON1 - might have cut out early on bottom,Checked Cameras,Y,,West Coast,,Rachel,y,,,Rachel,20210309,,,,
20201111,251N,251,E,-34.0112,114.6989,140,127,417,418,13:37:17,13:40,128,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210309,,,,
20201111,252N,252,E,-34.0087,114.6939,140,127,417,418,12:55:36,12:58,129,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210208,maybe one fish?,,,
20201111,253N,253,E,-34.0137,114.7039,140,127,417,418,13:27:37,13:30,125,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210309,,,,
20201111,254N,254,E,-34.0187,114.6964,140,127,417,418,13:16:56,13:19,128,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210309,,,,
20201030,258N,258,E,-33.9662,114.9139,15,22,417,418,7:48:52,7:51:52,46.2,,,,Y,,West Coast,,,,,,,,,,,
20201030,259N,259,E,-33.9687,114.9214,15,22,417,418,7:39:07,7:42:07,46.3,,,,Y,,West Coast,,,,,,,,,,,
20201030,260N,260,E,-33.9712,114.9164,15,22,417,418,7:25:21,7:28:21,46.1,,,,Y,,West Coast,,,,,,,,,,,
20201030,261N,261,E,-33.9762,114.9214,15,22,417,418,7:00:38,7:03:38,46.5,,,,Y,,West Coast,,,,,,,,,,,
20201031,262N,262,E,-34.0137,114.8739,129,154,417,418,14:48:37,14:51:37,42.1,,,,Y,,West Coast,,,,,,,,,,,
20201031,263N,263,E,-34.0087,114.8789,129,154,417,418,14:57:46,15:00:46,42.6,,,,Y,,West Coast,,,,,,,,,,,
20201031,264N,264,E,-34.0187,114.8739,129,154,417,418,14:24:30,14:27:30,42.4,,,,Y,,West Coast,,,,,,,,,,,
20201107,265N,265,E,-34.1487,114.5364,135,149,417,418,7:07:03,7:10,148,,,,Y,,West Coast,,,,,,,,,,,
20201108,266N,266,E,-34.0212,114.7589,120,145,417,418,12:03:40,12:06,67.3,,CON1,,Y,,West Coast,,,,,,,,,,,
20201108,267E,267,E,-34.0262,114.7639,167,152,422,423,11:42:58,11:45,62.7,,CON1,,Y,,West Coast,,Claude,20210315,,,,,,,,
20201030,269E,269,E,-33.9887,114.8139,133,159,422,423,11:26:27,11:29:27,47.7,,,,Y,,West Coast,,,,,,,,,,,
20201030,272E,272,E,-34.0087,114.8139,133,159,422,423,10:52:55,10:53:55,50.1,,,,Y,,West Coast,,,,,,,,,,,
20201030,273E,273,E,-33.9987,114.8214,133,159,422,423,11:09:00,11:12:00,46,,,,Y,,West Coast,,,,,,,,,,,
20201107,274E,274,E,-34.0912,114.4764,141,173,422,423,8:51:59,8:55,218,,,need to redo,Y,,West Coast,,,,,,,,,,,
20201111,275E,275,E,-34.0987,114.6464,149,133,422,423,8:04:11,8:07,139,,,,Y,,West Coast,,,,,,,,,,,
20201111,276E,276,E,-34.1012,114.6364,149,133,422,423,7:53,7:56,141,,,,Y,,West Coast,,,,,,,,,,,
20201111,277E,277,E,-34.1062,114.6464,149,133,422,423,7:30:06,7:33,139,,,,Y,,West Coast,,,,,,,,,,,
20201111,278BREDO,278,E,-34.1112,114.6389,118,163,557,558,7:18:57,7:21,140,,,,,,West Coast,,,,,,,,,,,
20201104,278S,278,E,-34.1112,114.6389,139,169,425,426,7:43,,140,,,Rope Snapped- time on bottom not accurate,Y,,West Coast,,,,,,Claude,20210315,,,,
20201111,280E,280,E,-34.0887,114.6739,149,133,422,423,8:20:04,8:23,138,,,423 corrupt memory card,Y,,West Coast,,,,,,,,,,,
20201107,281E,281,E,-34.1387,114.5414,141,173,422,423,7:34:00,7:37,147,,,,Y,,West Coast,,,,,,,,,,,
20201107,282E,282,E,-34.1462,114.5439,141,173,422,423,6:52:16,6:55,147,,,"Lost BRUV site, No sign of floats, checked 422",Y,,West Coast,,,,,,,,,,,
20201107,283E,283,E,-34.1387,114.5364,141,173,422,423,7:44:40,7:47,149,,,,Y,,West Coast,,,,,,,,,,,
20201107,284E,284,E,-34.0662,114.4764,141,173,422,423,10:33:35,10:36,230,,,redo,Y,,West Coast,,,,,,,,,,,
20201107,285E,285,E,-34.0737,114.4764,141,173,422,423,9:26:10,9:29,215,,,,Y,,West Coast,,,,,,,,,,,
20201107,286E,286,E,-34.0787,114.4789,141,173,422,423,9:13:10,9:17,203,,,,Y,,West Coast,,,,,,,,,,,
20201107,287E,287,E,-34.0787,114.4739,141,173,422,423,,,,,,Too Deep Did not Deploy- 300m,,,West Coast,,,,,,,,,,,
20201107,288E,288,E,-34.0912,114.4814,141,173,422,423,8:39:29,8:42,201,,,,Y,,West Coast,,,,,,,,,,,
20201108,290E,290,E,-34.0687,114.7189,167,152,422,423,7:38:01,7:41,124,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210311,,,,
20201119,291E,291,E,-34.0837,114.7489,155,161,422,423,13:51:37,13:54,108,5.5,,,Y,,West Coast,,,,,,,,,,,
20201119,293E,293,E,-34.0887,114.7589,155,161,422,423,13:22:25,13:25,95.2,5.5,,,Y,,West Coast,,,,,,,,,,,
20201119,294E,294,E,-34.0837,114.7539,155,161,422,423,14:00:52,14:03,102,5.5,,,Y,,West Coast,,,,,,,,,,,
20201104,295E,295,E,-34.1037,114.7539,114,122,422,423,14:43:23,14:46,112,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201104,297E,297,E,-34.1062,114.7489,114,122,422,423,14:33:05,14:36,115,,,297 not 314,Y,,West Coast,,,,,,Claude,20210315,,,,
20201111,298E,298,E,-34.0762,114.6714,118,163,557,558,8:50:46,8:53,136,,,Checked cameras,,,West Coast,,,,,,,,,,,
20201111,299E,299,E,-34.0812,114.6764,149,133,422,423,8:39:36,8:32,138,,,,Y,,West Coast,,,,,,,,,,,
20201108,302E,302,E,-34.0712,114.7239,167,152,422,423,7:48:30,7:51,122,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210311,,,,
20201104,307E,307,E,-34.1187,114.7264,114,122,422,423,12:18:00,12:21,119,,,says 95 but it's 307 -Battery change,Y,,West Coast,,,,,,Claude,20210315,,,,
20201104,308E,308,E,-34.1112,114.7289,114,122,422,423,11:08:18,11:11,125,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201108,310E,310,E,-34.0587,114.7739,167,152,422,423,10:37:49,10:40,64.1,,CON1,,Y,,West Coast,,,,,,,,,,,
20201108,311E,311,E,-34.0562,114.7689,167,152,422,423,10:47:06,10:50,67.2,,CON1,Changed all camera batteries,Y,,West Coast,,,,,,,,,,,
20201108,312E,312,E,-34.0587,114.7789,167,152,422,423,10:20:56,10:23,65.2,,CON1,,Y,,West Coast,,Rachel,y,,,Rachel,20210316,,,,
20201104,313E,313,E,-34.0962,114.7564,114,122,422,423,15:04,15:07,105,,,,Y,,West Coast,,,,,,Claude,20210315,,,,
20201107,321E,321,E,-34.0482,114.4681,141,173,422,423,10:54:39,10:57,242,,,,Y,,West Coast,,,,,,,,,,,
20201107,322E,322,E,-34.0327,114.5439,141,173,422,423,13:56:13,13:59,145,,,,Y,,West Coast,,,,,,,,,,,
20201111,323E,323,E,-34.031,114.6001,149,133,422,423,9:33:24,9:36,142,,,,Y,,West Coast,,,,,,,,,,,
20201111,324E,324,E,-33.9984,114.6406,149,133,422,423,11:09:27,11:12,142,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210205,,,,
20201108,325E,325,E,-33.9918,114.7443,167,152,422,423,12:21:33,12:24,82.4,,CON1,Ledge- good ground,Y,,West Coast,,,,,,,,,,,
20201111,326E,326,E,-34.0043,114.6893,149,133,422,423,12:36:42,12:39,129,,CON1 - might have cut out early on bottom,,Y,,West Coast,,Rachel,y,,,Rachel,20210208,,,,
